建设单位,项目名称,建设位置,规划验收证照名称,规划验收发文号,验收日期
北京地铁七号线投资有限责任公司,北京轨道交通7号线二期（东延）工程豆各庄站（工程名称）,朝阳区郎辛庄北路与郎辛庄中一路相交路口,2019规自建市政字0074号,2019市政建字0078,办结
北京地铁七号线投资有限责任公司,北京轨道交通7号线二期（东延）工程黄厂村站（工程名称）,朝阳区豆各庄南一路与黄厂路相交路口,2019规自建市政字0075号,2019市政建字0077,办结
北京地铁七号线投资有限责任公司,北京轨道交通7号线二期（东延）工程万盛南街西口站主体建设工程,,,2019市政建字0075,正常移交
北京天岳恒房屋经营管理有限公司,北京天岳恒房屋经营管理有限公司天然气工程,朝阳区,2019规自建市政字0069号,2019市政建字0074,办结
北京地铁七号线投资有限责任公司,轨道交通7号线二期（东延）工程地下区间,由朝阳区（位于：既有7号线焦化厂站东端）到通州区（位于：环球影城度假区内，规划萧太后河南街与停车场中路交叉口西侧）,2019规自建市政字0076号,2019市政建字0073,办结
国网北京市电力公司,21工程外电源工程,由朝阳区北辰东路现状电力隧道到朝阳区21工程配电室预留甩口,2019规自建市政字0071号,2019市政建字0072,办结
北京有色金属与稀土应用研究所,羊坊2号院自备井置换,朝阳区奥运村街道,,2019市政建字0069,正常移交
国网北京市电力公司,信息港220KV变电站110KV配套送出工程电力沟道,由海淀区聂各庄镇到海淀区聂各庄镇,,2019市政建字0068,正常移交
中国科学院电工研究所,中国科学院电工研究所新建DN150电子远传水表,由海淀区中关村北二街路到海淀区中关村北二街路,2019规自建市政字0065号,2019市政建字0067,办结
北京市海淀区玉渊潭农工商总公司,商业办公楼（集体产业用房）（海淀区集体产业阜石路东商务楼项目）再生水接入工程,由海淀区阜永路口南侧到海淀区阜永路口南侧,2019规自建市政字0064号,2019市政建字0066,办结
北京轨道交通新机场线投资有限责任公司,轨道交通新机场线一期工程 北航站楼站～磁各庄站高架区间（K17+826～K18+275）,大兴区东大路与东礼路相交路口,2019规自建市政字0058号,2019市政建字0064,办结
北京农村商业银行股份有限公司,北京农村商业银行股份有限公司天然气工程,由东城区安贞桥东北侧到东城区北三环东路37号,,2019市政建字0062,正常移交
